State,City,Violent_Crime
NEW JERSEY,Fairview,35.0
NEW JERSEY,Fair Lawn,19.0
NEW JERSEY,Fair Haven,1.0
NEW JERSEY,"Fairfield Township, Essex County",7.0
NEW JERSEY,Gloucester Township,78.0
NEW JERSEY,Green Brook Township,10.0
NEW JERSEY,"Franklin Township, Somerset County",48.0
NEW JERSEY,"Greenwich Township, Warren County",0.0
NEW JERSEY,"Greenwich Township, Gloucester County",7.0
NEW JERSEY,Highlands,1.0
NEW JERSEY,Highland Park,8.0
NEW JERSEY,High Bridge,4.0
NEW JERSEY,Helmetta,0.0
NEW JERSEY,Hazlet Township,23.0
NEW JERSEY,Hawthorne,2.0
NEW JERSEY,Haworth,0.0
NEW JERSEY,Hasbrouck Heights,1.0
NEW JERSEY,Harvey Cedars,0.0
NEW JERSEY,Harrison Township,2.0
NEW JERSEY,Harrison,41.0
NEW JERSEY,Harrington Park,0.0
NEW JERSEY,Hightstown,1.0
NEW JERSEY,Harding Township,0.0
NEW JERSEY,Hardyston Township,7.0
NEW JERSEY,Hackensack,116.0
NEW JERSEY,Hackettstown,5.0
NEW JERSEY,Haddonfield,6.0
NEW JERSEY,Haddon Heights,3.0
NEW JERSEY,Haddon Township,19.0
NEW JERSEY,Guttenberg,28.0
NEW JERSEY,Hamburg,1.0
NEW JERSEY,"Hamilton Township, Atlantic County",57.0
NEW JERSEY,"Hamilton Township, Mercer County",116.0
NEW JERSEY,Hammonton,9.0
NEW JERSEY,Hanover Township,4.0
NEW JERSEY,Haledon,15.0
NEW MEXICO,Raton,13.0
NEW MEXICO,Questa,0.0
NEW MEXICO,Portales,66.0
NEW MEXICO,Los Alamos,24.0
NEW MEXICO,Peralta,15.0
NEW MEXICO,Mesilla,0.0
NEW MEXICO,Milan,5.0
NEW MEXICO,Magdalena,9.0
NEW MEXICO,Lovington,15.0
NEW MEXICO,Los Lunas,189.0
NEW MEXICO,Red River,2.0
NEW MEXICO,Moriarty,4.0
NEW MEXICO,Rio Rancho,197.0
NEW MEXICO,San Ysidro,2.0
NEW MEXICO,Ruidoso,29.0
NEW MEXICO,Ruidoso Downs,20.0
NEW MEXICO,Santa Clara,1.0
NEW MEXICO,Santa Fe,333.0
NEW MEXICO,Santa Rosa,14.0
NEW MEXICO,Socorro,59.0
NEW MEXICO,Springer,2.0
NEW MEXICO,Taos,29.0
NEW MEXICO,Taos Ski Valley,0.0
NEW MEXICO,Tatum,0.0
NEW MEXICO,Texico,11.0
NEW MEXICO,Truth or Consequences,30.0
NEW MEXICO,Lordsburg,18.0
NEW MEXICO,Roswell,396.0
NEW MEXICO,Logan,2.0
NEW MEXICO,Tularosa,8.0
NEW MEXICO,Las Cruces,413.0
NEW MEXICO,Las Vegas,111.0
NEW MEXICO,Alamogordo,96.0
NEW MEXICO,Albuquerque,7646.0
NEW MEXICO,Angel Fire,8.0
NEW MEXICO,Anthony,41.0
NEW MEXICO,Bayard,11.0
NEW MEXICO,Belen,161.0
NEW MEXICO,Bernalillo,110.0
NEW MEXICO,Bloomfield,127.0
NEW MEXICO,Bosque Farms,22.0
NEW MEXICO,Capitan,5.0
NEW MEXICO,Carlsbad,148.0
NEW MEXICO,Cimarron,11.0
NEW MEXICO,Clayton,5.0
NEW MEXICO,Aztec,36.0
NEW MEXICO,Corrales,3.0
NEW MEXICO,Cloudcroft,5.0
NEW MEXICO,Hope,0.0
NEW MEXICO,Hobbs,251.0
NEW MEXICO,Hurley,3.0
NEW MEXICO,Grants,19.0
NEW MEXICO,Gallup,338.0
NEW MEXICO,Hatch,10.0
NEW MEXICO,Eunice,4.0
NEW MEXICO,Estancia,3.0
NEW MEXICO,Edgewood,15.0
NEW MEXICO,Dexter,0.0
NEW MEXICO,Deming,141.0
NEW MEXICO,Farmington,593.0
NEW YORK,Olive Town,0.0
NEW YORK,Olean,44.0
NEW YORK,Old Westbury Village,5.0
NEW YORK,Old Brookville Village,0.0
NEW YORK,Ogden Town,8.0
NEW YORK,Ogdensburg,32.0
NEW YORK,Norwood Village,1.0
NEW YORK,Norwich,31.0
NEW YORK,Niagara Town,17.0
NEW YORK,Northport Village,0.0
NEW YORK,North Greenbush Town,9.0
NEW YORK,North Castle Town,6.0
NEW YORK,Norfolk Town,0.0
NEW YORK,Niskayuna Town,23.0
NEW YORK,Niagara Falls,418.0
NEW YORK,New York Mills Village,0.0
NEW YORK,New York,46113.0
NEW YORK,Oneida,53.0
NEW YORK,North Tonawanda,46.0
NEW YORK,Oneonta City,33.0
NEW YORK,Phoenix Village,0.0
NEW YORK,Oriskany Village,0.0
NEW YORK,Port Dickinson Village,0.0
NEW YORK,Port Chester Village,22.0
NEW YORK,Pleasantville Village,2.0
NEW YORK,Plattsburgh City,35.0
NEW YORK,Plattekill Town,0.0
NEW YORK,Pine Plains Town,0.0
NEW YORK,Piermont Village,0.0
NEW YORK,New Windsor Town,40.0
NEW YORK,Philmont Village,0.0
NEW YORK,Perry Village,10.0
NEW YORK,Penn Yan Village,3.0
NEW YORK,Pelham Village,6.0
NEW YORK,Pelham Manor Village,9.0
NEW YORK,Peekskill,50.0
NEW YORK,Palmyra Village,3.0
NEW YORK,Oxford Village,0.0
NEW YORK,Owego Village,10.0
NEW YORK,Oswego City,36.0
NEW YORK,Ossining Village,15.0
NEW YORK,Orchard Park Town,28.0
NEW YORK,New Rochelle,98.0
NEW YORK,Monticello Village,35.0
NEW YORK,New Hartford Town and Village,5.0
NEW YORK,Manchester Village,0.0
NEW YORK,Mamaroneck Village,13.0
NEW YORK,Mamaroneck Town,0.0
NEW YORK,Malverne Village,2.0
NEW YORK,Malone Village,8.0
NEW YORK,Macedon Town and Village,3.0
NEW YORK,Lynbrook Village,12.0
NEW YORK,Lowville Village,9.0
NEW YORK,Long Beach,29.0
NEW YORK,Lloyd Town,9.0
NEW YORK,Lloyd Harbor Village,1.0
NEW YORK,Liverpool Village,0.0
NEW YORK,Little Falls,11.0
NEW YORK,Liberty Village,20.0
NEW YORK,Lewiston Town and Village,13.0
NEW YORK,Lewisboro Town,0.0
NEW YORK,Le Roy Village,6.0
NEW YORK,Larchmont Village,2.0
NEW YORK,Lancaster Town,21.0
NEW YORK,Manlius Town,18.0
NEW YORK,New Paltz Town and Village,20.0
NEW YORK,Marcellus Village,0.0
NEW YORK,Maybrook Village,3.0
NEW YORK,New Castle Town,1.0
NEW YORK,Newburgh Town,34.0
NEW YORK,Newburgh,329.0
NEW YORK,New Berlin Town,0.0
NEW YORK,Newark Village,29.0
NEW YORK,Nassau Village,2.0
NEW YORK,Mount Vernon,351.0
NEW YORK,Mount Pleasant Town,14.0
NEW YORK,Mount Morris Village,6.0
NEW YORK,Moriah Town,0.0
NEW YORK,Moravia Village,0.0
NEW YORK,Port Jervis,24.0
NEW YORK,Montgomery Village,0.0
NEW YORK,Montgomery Town,8.0
NEW YORK,Monroe Village,4.0
NEW YORK,Middletown,110.0
NEW YORK,Menands Village,5.0
NEW YORK,Medina Village,12.0
NEW YORK,Mechanicville,11.0
NEW YORK,Marlborough Town,5.0
NEW YORK,Portville Village,0.0
NEW YORK,Rye,6.0
NEW YORK,Potsdam Village,5.0
NEW YORK,Watervliet,36.0
NEW YORK,Watertown,175.0
NEW YORK,Waterloo Village,4.0
NEW YORK,Washingtonville Village,2.0
NEW YORK,Warwick Town,9.0
NEW YORK,Warsaw Village,13.0
NEW YORK,Wallkill Town,47.0
NEW YORK,Walden Village,8.0
NEW YORK,Vestal Town,18.0
NEW YORK,Vernon Village,1.0
NEW YORK,Utica,381.0
NEW YORK,Ulster Town,13.0
NEW YORK,Tuxedo Town,1.0
NEW YORK,Tuxedo Park Village,1.0
NEW YORK,Tupper Lake Village,5.0
NEW YORK,Tuckahoe Village,3.0
NEW YORK,Trumansburg Village,1.0
NEW YORK,Troy,283.0
NEW YORK,Tonawanda Town,89.0
NEW YORK,Watkins Glen Village,0.0
NEW YORK,Tonawanda,27.0
NEW YORK,Waverly Village,7.0
NEW YORK,Webb Town,0.0
NEW YORK,Lakewood-Busti,1.0
NEW YORK,Youngstown Village,0.0
NEW YORK,Yorkville Village,3.0
NEW YORK,Yorktown Town,14.0
NEW YORK,Yonkers,706.0
NEW YORK,Woodstock Town,2.0
NEW YORK,Woodridge Village,3.0
NEW YORK,Woodbury Town,7.0
NEW YORK,Wolcott Village,0.0
NEW YORK,Windham Town,0.0
NEW YORK,Whitestown Town,2.0
NEW YORK,Whitesboro Village,0.0
NEW YORK,West Seneca Town,62.0
NEW YORK,Westhampton Beach Village,3.0
NEW YORK,Westfield Village,1.0
NEW YORK,West Carthage Village,1.0
NEW YORK,Wellsville Village,14.0
NEW YORK,Weedsport Village,0.0
NEW YORK,Webster Town and Village,35.0
NEW YORK,Wayland Village,0.0
NEW YORK,Port Washington,6.0
NEW YORK,Ticonderoga Town,16.0
NEW YORK,Tarrytown Village,7.0
NEW YORK,Scarsdale Village,2.0
NEW YORK,Saratoga Springs,63.0
NEW YORK,Saranac Lake Village,6.0
NEW YORK,Sands Point Village,0.0
NEW YORK,Sag Harbor Village,0.0
NEW YORK,Sackets Harbor Village,0.0
NEW YORK,Rye Brook Village,0.0
NEW YORK,Rotterdam Town,37.0
NEW YORK,Rome,49.0
NEW YORK,Rockville Centre Village,20.0
NEW YORK,Rochester,1615.0
NEW YORK,Riverhead Town,50.0
NEW YORK,Rhinebeck Village,0.0
NEW YORK,Rensselaer City,11.0
NEW YORK,Ramapo Town,75.0
NEW YORK,Quogue Village,1.0
NEW YORK,Pulaski Village,0.0
NEW YORK,Pound Ridge Town,2.0
NEW YORK,Poughkeepsie,216.0
NEW YORK,Schenectady,620.0
NEW YORK,Theresa Village,0.0
NEW YORK,Schodack Town,11.0
NEW YORK,Scotia Village,10.0
NEW YORK,Syracuse,1006.0
NEW YORK,Stony Point Town,5.0
NEW YORK,St. Johnsville Village,2.0
NEW YORK,Stillwater Town,2.0
NEW YORK,Spring Valley Village,120.0
NEW YORK,Southold Town,17.0
NEW YORK,South Nyack Village,2.0
NEW YORK,South Glens Falls Village,6.0
NEW YORK,Southampton Village,0.0
NEW YORK,Southampton Town,52.0
NEW YORK,Solvay Village,16.0
NEW YORK,Sodus Village,1.0
NEW YORK,Sleepy Hollow Village,0.0
NEW YORK,Skaneateles Village,0.0
NEW YORK,Sidney Village,7.0
NEW YORK,Shortsville Village,0.0
NEW YORK,Sherrill,0.0
NEW YORK,Sherburne Village,1.0
NEW YORK,Seneca Falls Town,7.0
NEW YORK,Schoharie Village,0.0
NEW YORK,Lake Success Village,1.0
NEW YORK,Middleport Village,1.0
NEW YORK,Kirkland Town,0.0
NEW YORK,Clarkstown Town,71.0
NEW YORK,Cicero Town,11.0
NEW YORK,Chester Town,3.0
NEW YORK,Cheektowaga Town,189.0
NEW YORK,Chatham Village,0.0
NEW YORK,Centre Island Village,2.0
NEW YORK,Central Square Village,1.0
NEW YORK,Cazenovia Village,1.0
NEW YORK,Cayuga Heights Village,0.0
NEW YORK,Cattaraugus Village,0.0
NEW YORK,Carthage Village,5.0
NEW YORK,Carroll Town,0.0
NEW YORK,Carmel Town,17.0
NEW YORK,Cape Vincent Village,0.0
NEW YORK,Canton Village,3.0
NEW YORK,Canisteo Village,0.0
NEW YORK,Canastota Village,5.0
NEW YORK,Canandaigua,24.0
NEW YORK,Canajoharie Village,6.0
NEW YORK,Clayton Village,0.0
NEW YORK,Camillus Town and Village,14.0
NEW YORK,Clyde Village,3.0
NEW YORK,Coeymans Town,7.0
NEW YORK,Dobbs Ferry Village,3.0
NEW YORK,Dexter Village,0.0
NEW YORK,DeWitt Town,34.0
NEW YORK,Deposit Village,0.0
NEW YORK,Depew Village,12.0
NEW YORK,Delhi Village,2.0
NEW YORK,Deerpark Town,6.0
NEW YORK,Dansville Village,3.0
NEW YORK,Cuba Town,3.0
NEW YORK,Crawford Town,7.0
NEW YORK,Coxsackie Village,1.0
NEW YORK,Cortland,28.0
NEW YORK,Cornwall-on-Hudson Village,1.0
NEW YORK,Corning,52.0
NEW YORK,Cooperstown Village,1.0
NEW YORK,Colonie Town,80.0
NEW YORK,Cold Spring Village,1.0
NEW YORK,Colchester Town,0.0
NEW YORK,Cohoes,46.0
NEW YORK,Cobleskill Village,3.0
NEW YORK,Dolgeville Village,1.0
NEW YORK,Camden Village,0.0
NEW YORK,Caledonia Village,0.0
NEW YORK,Auburn,137.0
NEW YORK,Attica Village,2.0
NEW YORK,Asharoken Village,0.0
NEW YORK,Ardsley Village,1.0
NEW YORK,Arcade Village,3.0
NEW YORK,Angelica Village,0.0
NEW YORK,Amsterdam,25.0
NEW YORK,Amityville Village,8.0
NEW YORK,Amherst Town,145.0
NEW YORK,Allegany Village,2.0
NEW YORK,Alfred Village,6.0
NEW YORK,Alexandria Bay Village,1.0
NEW YORK,Albion Village,24.0
NEW YORK,Albany,823.0
NEW YORK,Akron Village,1.0
NEW YORK,Afton Village,0.0
NEW YORK,Addison Town and Village,3.0
NEW YORK,Adams Village,0.0
NEW YORK,Lackawanna,70.0
NEW YORK,Bainbridge Village,0.0
NEW YORK,Cambridge Village,2.0
NEW YORK,Baldwinsville Village,2.0
NEW YORK,Barker,0.0
NEW YORK,Cairo Town,3.0
NEW YORK,Buffalo,2692.0
NEW YORK,Buchanan Village,0.0
NEW YORK,Brownville Village,0.0
NEW YORK,Brockport Village,14.0
NEW YORK,Brighton Town,32.0
NEW YORK,Briarcliff Manor Village,0.0
NEW YORK,Brewster,2.0
NEW YORK,Brant Town,0.0
NEW YORK,Boonville Village,4.0
NEW YORK,Bolton Town,0.0
NEW YORK,Blooming Grove Town,8.0
NEW YORK,Black River,0.0
NEW YORK,Binghamton,326.0
NEW YORK,Bethlehem Town,27.0
NEW YORK,Belmont Village,0.0
NEW YORK,Bedford Town,4.0
NEW YORK,Beacon,26.0
NEW YORK,Batavia,63.0
NEW YORK,Ballston Spa Village,3.0
NEW YORK,Dryden Village,1.0
NEW YORK,Catskill Village,11.0
NEW YORK,Durham Town,0.0
NEW YORK,Homer Village,0.0
NEW YORK,Holley Village,2.0
NEW YORK,Highlands Town,1.0
NEW YORK,Highland Falls Village,2.0
NEW YORK,Hempstead Village,322.0
NEW YORK,Hastings-on-Hudson Village,2.0
NEW YORK,Harrison Town,0.0
NEW YORK,Harriman Village,3.0
NEW YORK,Hancock Village,3.0
NEW YORK,Hammondsport Village,0.0
NEW YORK,Hamilton Village,1.0
NEW YORK,Hamburg Village,8.0
NEW YORK,Hamburg Town,41.0
NEW YORK,Guilderland Town,27.0
NEW YORK,Groton Village,4.0
NEW YORK,Greenwich Village,0.0
NEW YORK,Greenport Town,1.0
NEW YORK,Green Island Village,7.0
NEW YORK,Greene Village,0.0
NEW YORK,Hoosick Falls Village,6.0
NEW YORK,Greece Town,189.0
NEW YORK,Hornell,4.0
NEW YORK,Hudson,32.0
NEW YORK,Kingston,70.0
NEW YORK,Kings Point Village,0.0
NEW YORK,Kent Town,1.0
NEW YORK,Kensington Village,0.0
NEW YORK,Kenmore Village,14.0
NEW YORK,Jordan Village,0.0
NEW YORK,Johnstown,13.0
NEW YORK,Johnson City Village,63.0
NEW YORK,Jamestown,227.0
NEW YORK,Dunkirk,24.0
NEW YORK,Irvington Village,2.0
NEW YORK,Irondequoit Town,91.0
NEW YORK,Interlaken Village,0.0
NEW YORK,Inlet Town,0.0
NEW YORK,Independence Town,1.0
NEW YORK,Ilion Village,21.0
NEW YORK,Hyde Park Town,9.0
NEW YORK,Huntington Bay Village,0.0
NEW YORK,Hudson Falls Village,10.0
NEW YORK,Horseheads Village,0.0
NEW YORK,Great Neck Estates Village,0.0
NEW YORK,Ithaca,72.0
NEW YORK,Gowanda Village,6.0
NEW YORK,Fishkill Town,10.0
NEW YORK,Fallsburg Town,15.0
NEW YORK,Fairport Village,1.0
NEW YORK,Evans Town,22.0
NEW YORK,Endicott Village,70.0
NEW YORK,Elmsford Village,4.0
NEW YORK,Elmira Town,1.0
NEW YORK,Elmira Heights Village,3.0
NEW YORK,Elmira,70.0
NEW YORK,Fishkill Village,2.0
NEW YORK,Ellicottville,0.0
NEW YORK,Ellenville Village,13.0
NEW YORK,Eden Town,0.0
NEW YORK,East Rochester Village,11.0
NEW YORK,East Hampton Town,11.0
NEW YORK,East Greenbush Town,12.0
NEW YORK,East Fishkill Town,9.0
NEW YORK,Eastchester Town,4.0
NEW YORK,East Aurora-Aurora Town,1.0
NEW YORK,Granville Village,1.0
NEW YORK,Ellicott Town,7.0
NEW YORK,Floral Park Village,8.0
NEW YORK,East Hampton Village,1.0
NEW YORK,Fort Plain Village,20.0
NEW YORK,Goshen Town,2.0
NEW YORK,Florida Village,1.0
NEW YORK,Gloversville,83.0
NEW YORK,Glenville Town,19.0
NEW YORK,Goshen Village,5.0
NEW YORK,Glen Park Village,0.0
NEW YORK,Glen Cove,4.0
NEW YORK,Geneva,31.0
NEW YORK,Geneseo Village,4.0
NEW YORK,Glens Falls,24.0
NEW YORK,Gates Town,56.0
NEW YORK,Garden City Village,10.0
NEW YORK,Fulton City,8.0
NEW YORK,Friendship Town,1.0
NEW YORK,Freeport Village,70.0
NEW YORK,Fredonia Village,7.0
NEW YORK,Frankfort Village,0.0
NEW YORK,Geddes Town,7.0
NEW YORK,Franklinville Village,0.0
NORTH CAROLINA,Oxford,
NORTH CAROLINA,Pilot Mountain,
NORTH CAROLINA,Pinebluff,
NORTH CAROLINA,Pinehurst,
NORTH CAROLINA,Pine Knoll Shores,
NORTH CAROLINA,Pittsboro,
NORTH CAROLINA,Ramseur,
NORTH CAROLINA,Raeford,
NORTH CAROLINA,Randleman,
NORTH CAROLINA,Reidsville,
NORTH CAROLINA,Richlands,
NORTH CAROLINA,Rockwell,
NORTH CAROLINA,Robbins,
NORTH CAROLINA,Rockingham,
NORTH CAROLINA,Plymouth,
NORTH CAROLINA,Ocean Isle Beach,
NORTH CAROLINA,Mount Holly,
NORTH CAROLINA,North Topsail Beach,
NORTH CAROLINA,Matthews,
NORTH CAROLINA,Marshville,
NORTH CAROLINA,Rocky Mount,
NORTH CAROLINA,Mayodan,
NORTH CAROLINA,Maysville,
NORTH CAROLINA,Mint Hill,
NORTH CAROLINA,Mocksville,
NORTH CAROLINA,Mooresville,
NORTH CAROLINA,Morehead City,
NORTH CAROLINA,Mount Gilead,
NORTH CAROLINA,Murfreesboro,
NORTH CAROLINA,Murphy,
NORTH CAROLINA,New Bern,
NORTH CAROLINA,Newport,
NORTH CAROLINA,Newton,
NORTH CAROLINA,North Wilkesboro,
NORTH CAROLINA,Rowland,
NORTH CAROLINA,Valdese,
NORTH CAROLINA,Rutherfordton,
NORTH CAROLINA,Waynesville,
NORTH CAROLINA,Weaverville,
NORTH CAROLINA,Whispering Pines,
NORTH CAROLINA,Whiteville,
NORTH CAROLINA,Wilkesboro,
NORTH CAROLINA,Wilmington,
NORTH CAROLINA,Wilson,
NORTH CAROLINA,Windsor,
NORTH CAROLINA,Wingate,
NORTH CAROLINA,Winterville,
NORTH CAROLINA,Woodfin,
NORTH CAROLINA,Wrightsville Beach,
NORTH CAROLINA,Yadkinville,
NORTH CAROLINA,Youngsville,
NORTH CAROLINA,Mars Hill,
NORTH CAROLINA,Wake Forest,
NORTH CAROLINA,Roxboro,
NORTH CAROLINA,Troy,
NORTH CAROLINA,Thomasville,
NORTH CAROLINA,Salisbury,
NORTH CAROLINA,Sanford,
NORTH CAROLINA,Scotland Neck,
NORTH CAROLINA,Selma,
NORTH CAROLINA,Shallotte,
NORTH CAROLINA,Siler City,
NORTH CAROLINA,Smithfield,
NORTH CAROLINA,Snow Hill,
NORTH CAROLINA,Southern Pines,
NORTH CAROLINA,Spencer,
NORTH CAROLINA,Stanley,
NORTH CAROLINA,Star,
NORTH CAROLINA,St. Pauls,
NORTH CAROLINA,Surf City,
NORTH CAROLINA,Swansboro,
NORTH CAROLINA,Trent Woods,
NORTH CAROLINA,Madison,
NORTH CAROLINA,Nags Head,
NORTH CAROLINA,Lillington,
NORTH CAROLINA,Butner,
NORTH CAROLINA,Carolina Beach,
NORTH CAROLINA,Carrboro,
NORTH CAROLINA,Carthage,
NORTH CAROLINA,Cary,
NORTH CAROLINA,Chadbourn,
NORTH CAROLINA,Charlotte-Mecklenburg,
NORTH CAROLINA,Chocowinity,
NORTH CAROLINA,Clayton,
NORTH CAROLINA,Cleveland,
NORTH CAROLINA,Columbus,
NORTH CAROLINA,Concord,
NORTH CAROLINA,Conover,
NORTH CAROLINA,Creedmoor,
NORTH CAROLINA,Davidson,
NORTH CAROLINA,Burlington,
NORTH CAROLINA,Drexel,
NORTH CAROLINA,Burgaw,
NORTH CAROLINA,Boone,
NORTH CAROLINA,Louisburg,
NORTH CAROLINA,Aberdeen,
NORTH CAROLINA,Albemarle,
NORTH CAROLINA,Apex,
NORTH CAROLINA,Archdale,
NORTH CAROLINA,Asheboro,
NORTH CAROLINA,Asheville,
NORTH CAROLINA,Atlantic Beach,
NORTH CAROLINA,Ayden,
NORTH CAROLINA,Beaufort,
NORTH CAROLINA,Belmont,
NORTH CAROLINA,Benson,
NORTH CAROLINA,Biltmore Forest,
NORTH CAROLINA,Biscoe,
NORTH CAROLINA,Blowing Rock,
NORTH CAROLINA,Brevard,
NORTH CAROLINA,Duck,
NORTH CAROLINA,China Grove,
NORTH CAROLINA,Eden,
NORTH CAROLINA,Holly Springs,
NORTH CAROLINA,Hope Mills,
NORTH CAROLINA,Huntersville,
NORTH CAROLINA,Jacksonville,
NORTH CAROLINA,Jonesville,
NORTH CAROLINA,Kannapolis,
NORTH CAROLINA,Kernersville,
NORTH CAROLINA,Durham,
NORTH CAROLINA,Kings Mountain,
NORTH CAROLINA,Kinston,
NORTH CAROLINA,Kitty Hawk,
NORTH CAROLINA,Lake Lure,
NORTH CAROLINA,Leland,
NORTH CAROLINA,Lenoir,
NORTH CAROLINA,Lexington,
NORTH CAROLINA,Holly Ridge,
NORTH CAROLINA,Hillsborough,
NORTH CAROLINA,King,
NORTH CAROLINA,Highlands,
NORTH CAROLINA,High Point,
NORTH CAROLINA,Edenton,
NORTH CAROLINA,Elizabeth City,
NORTH CAROLINA,Emerald Isle,
NORTH CAROLINA,Fletcher,
NORTH CAROLINA,Forest City,
NORTH CAROLINA,Four Oaks,
NORTH CAROLINA,Gastonia,
NORTH CAROLINA,Farmville,
NORTH CAROLINA,Gibsonville,
NORTH CAROLINA,Granite Falls,
NORTH CAROLINA,Greensboro,
NORTH CAROLINA,Greenville,
NORTH CAROLINA,Havelock,
NORTH CAROLINA,Henderson,
NORTH CAROLINA,Hickory,
NORTH DAKOTA,Rolla,1.0
NORTH DAKOTA,Ray,0.0
NORTH DAKOTA,Powers Lake,0.0
NORTH DAKOTA,Oakes,2.0
NORTH DAKOTA,New Town,4.0
NORTH DAKOTA,Medora,0.0
NORTH DAKOTA,Minot,134.0
NORTH DAKOTA,Rugby,2.0
NORTH DAKOTA,Northwood,1.0
NORTH DAKOTA,Stanley,3.0
NORTH DAKOTA,West Fargo,67.0
NORTH DAKOTA,Surrey,3.0
NORTH DAKOTA,Thompson,0.0
NORTH DAKOTA,Tioga,5.0
NORTH DAKOTA,Valley City,16.0
NORTH DAKOTA,Wahpeton,11.0
NORTH DAKOTA,Watford City,36.0
NORTH DAKOTA,Williston,142.0
NORTH DAKOTA,Wishek,0.0
NORTH DAKOTA,Mandan,82.0
NORTH DAKOTA,Steele,1.0
NORTH DAKOTA,Lisbon,1.0
NORTH DAKOTA,Napoleon,0.0
NORTH DAKOTA,Killdeer,1.0
NORTH DAKOTA,Lincoln,2.0
NORTH DAKOTA,Arnegard,0.0
NORTH DAKOTA,Belfield,0.0
NORTH DAKOTA,Beulah,1.0
NORTH DAKOTA,Bismarck,223.0
NORTH DAKOTA,Bowman,2.0
NORTH DAKOTA,Burlington,1.0
NORTH DAKOTA,Cavalier,1.0
NORTH DAKOTA,Devils Lake,17.0
NORTH DAKOTA,Dickinson,56.0
NORTH DAKOTA,Berthold,2.0
NORTH DAKOTA,Emerado,0.0
NORTH DAKOTA,Ellendale,2.0
NORTH DAKOTA,Jamestown,40.0
NORTH DAKOTA,Hazen,0.0
NORTH DAKOTA,Harvey,2.0
NORTH DAKOTA,Kenmare,1.0
NORTH DAKOTA,Grafton,8.0
NORTH DAKOTA,Fessenden,0.0
NORTH DAKOTA,Fargo,522.0
NORTH DAKOTA,Grand Forks,148.0
OHIO,Orrville,16.0
OHIO,Norwood,55.0
OHIO,Ontario,3.0
OHIO,Olmsted Township,2.0
OHIO,Olmsted Falls,0.0
OHIO,Oberlin,17.0
OHIO,Oak Hill,0.0
OHIO,Oregon,31.0
OHIO,North Royalton,15.0
OHIO,Norton,11.0
OHIO,Northwood,12.0
OHIO,North Ridgeville,9.0
OHIO,North Olmsted,13.0
OHIO,Northfield,5.0
OHIO,North Canton,19.0
OHIO,Ottawa,1.0
OHIO,Norwalk,14.0
OHIO,Ottawa Hills,0.0
OHIO,Pierce Township,10.0
OHIO,Oxford,23.0
OHIO,Reynoldsburg,88.0
OHIO,Reminderville,1.0
OHIO,Powell,6.0
OHIO,Portsmouth,118.0
OHIO,Port Clinton,13.0
OHIO,Poland Village,1.0
OHIO,Poland Township,2.0
OHIO,Piqua,45.0
OHIO,Owensville,2.0
OHIO,Pioneer,1.0
OHIO,Pickerington,28.0
OHIO,"Perry Township, Franklin County",1.0
OHIO,"Perry Township, Columbiana County",0.0
OHIO,Perrysburg Township,8.0
OHIO,Perrysburg,9.0
OHIO,Pepper Pike,4.0
OHIO,Parma,124.0
OHIO,Oxford Township,1.0
OHIO,Niles,43.0
OHIO,Newtown,0.0
OHIO,Nelsonville,8.0
OHIO,New Richmond,10.0
OHIO,Milford,7.0
OHIO,Middleport,3.0
OHIO,Middlefield,
OHIO,"Miami Township, Montgomery County",45.0
OHIO,"Miami Township, Clermont County",34.0
OHIO,Miamisburg,49.0
OHIO,Mentor-on-the-Lake,9.0
OHIO,Mentor,41.0
OHIO,Medina Township,7.0
OHIO,Medina,27.0
OHIO,Mechanicsburg,0.0
OHIO,McConnelsville,3.0
OHIO,McArthur,2.0
OHIO,Mayfield Heights,5.0
OHIO,Maumee,18.0
OHIO,Massillon,75.0
OHIO,Richmond Heights,37.0
OHIO,Milton Township,2.0
OHIO,Newton Falls,15.0
OHIO,Mingo Junction,59.0
OHIO,Monroe,15.0
OHIO,New Philadelphia,7.0
OHIO,New Lexington,14.0
OHIO,New Lebanon,6.0
OHIO,New Franklin,4.0
OHIO,Newcomerstown,
OHIO,New Boston,10.0
OHIO,Newark,152.0
OHIO,New Albany,2.0
OHIO,Navarre,4.0
OHIO,Napoleon,14.0
OHIO,Munroe Falls,1.0
OHIO,Mount Vernon,20.0
OHIO,Mount Orab,8.0
OHIO,Mason,6.0
OHIO,Montville Township,2.0
OHIO,Montpelier,9.0
OHIO,Montgomery,7.0
OHIO,Mogadore,
OHIO,Riverside,25.0
OHIO,Wauseon,9.0
OHIO,Ross Township,4.0
OHIO,West Carrollton,36.0
OHIO,Wellston,11.0
OHIO,Waverly,5.0
OHIO,Waterville,0.0
OHIO,Washington Court House,23.0
OHIO,Warren Township,21.0
OHIO,Warren,245.0
OHIO,Wapakoneta,8.0
OHIO,Waite Hill,0.0
OHIO,Wadsworth,26.0
OHIO,Village of Leesburg,3.0
OHIO,Vermilion,4.0
OHIO,Van Wert,30.0
OHIO,Vandalia,31.0
OHIO,Utica,3.0
OHIO,Urbana,22.0
OHIO,Upper Sandusky,7.0
OHIO,West Chester Township,64.0
OHIO,Upper Arlington,10.0
OHIO,Westerville,46.0
OHIO,West Union,4.0
OHIO,Martins Ferry,15.0
OHIO,Zanesville,120.0
OHIO,Youngstown,428.0
OHIO,Yellow Springs,6.0
OHIO,Xenia,71.0
OHIO,Wyoming,4.0
